location_name,cause_name,year,Metric,Value,Income,Out of Pocket Expense,oops_che,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
india,Prostate cancer,2021,All Age Deaths,24998.4,Lower-middle,49.8,37,,,,,,,,,
india,Pulmonary Arterial Hypertension,2021,All Age Deaths,2613.2,Lower-middle,49.8,37,,,,,,,,,
india,Pulmonary aspiration and foreign body in airway,2021,All Age Deaths,5807.5,Lower-middle,49.8,37,,,,,,,,,
india,Rheumatic heart disease,2021,All Age Deaths,166102.0,Lower-middle,49.8,37,,,,,,,,,
india,Stomach cancer,2021,All Age Deaths,68525.4,Lower-middle,49.8,37,,,,,,,,,
india,Testicular cancer,2021,All Age Deaths,1823.2,Lower-middle,49.8,37,,,,,,,,,
india,Thyroid cancer,2021,All Age Deaths,7158.8,Lower-middle,49.8,37,,,,,,,,,
india,Uterine cancer,2021,All Age Deaths,6200.5,Lower-middle,49.8,37,,,,,,,,,
china,Acute lymphoid leukemia,2021,All Age Deaths,20604.3,Upper-middle,34.4,231,,,,,,,,,
china,Acute myeloid leukemia,2021,All Age Deaths,15329.8,Upper-middle,34.4,231,,,,,,,,,
china,Bladder cancer,2021,All Age Deaths,45126.5,Upper-middle,34.4,231,,,,,,,,,
china,Brain and central nervous system cancer,2021,All Age Deaths,68954.8,Upper-middle,34.4,231,,,,,,,,,
china,Breast cancer,2021,All Age Deaths,91504.8,Upper-middle,34.4,231,,,,,,,,,
china,Cervical cancer,2021,All Age Deaths,49837.5,Upper-middle,34.4,231,,,,,,,,,
china,Chronic hepatitis B including cirrhosis,2021,All Age Deaths,115872.2,Upper-middle,34.4,231,,,,,,,,,
china,Chronic hepatitis C including cirrhosis,2021,All Age Deaths,16666.5,Upper-middle,34.4,231,,,,,,,,,
china,Chronic kidney disease due to diabetes mellitus type 1,2021,All Age Deaths,20697.8,Upper-middle,34.4,231,,,,,,,,,
china,Chronic kidney disease due to diabetes mellitus type 2,2021,All Age Deaths,107610.2,Upper-middle,34.4,231,,,,,,,,,
china,Chronic kidney disease due to glomerulonephritis,2021,All Age Deaths,5322.4,Upper-middle,34.4,231,,,,,,,,,
china,Chronic kidney disease due to hypertension,2021,All Age Deaths,65323.3,Upper-middle,34.4,231,,,,,,,,,
china,Chronic kidney disease due to other and unspecified causes,2021,All Age Deaths,5268.6,Upper-middle,34.4,231,,,,,,,,,
china,Chronic lymphoid leukemia,2021,All Age Deaths,8645.0,Upper-middle,34.4,231,,,,,,,,,
china,Chronic myeloid leukemia,2021,All Age Deaths,1841.2,Upper-middle,34.4,231,,,,,,,,,
china,Chronic obstructive pulmonary disease,2021,All Age Deaths,1285755.1,Upper-middle,34.4,231,,,,,,,,,
china,Esophageal cancer,2021,All Age Deaths,296569.7,Upper-middle,34.4,231,,,,,,,,,
china,Ischemic heart disease,2021,All Age Deaths,1956493.2,Upper-middle,34.4,231,,,,,,,,,
china,Ischemic stroke,2021,All Age Deaths,1176781.6,Upper-middle,34.4,231,,,,,,,,,
china,Kidney cancer,2021,All Age Deaths,24867.7,Upper-middle,34.4,231,,,,,,,,,
china,Larynx cancer,2021,All Age Deaths,19814.1,Upper-middle,34.4,231,,,,,,,,,
china,Lip and oral cavity cancer,2021,All Age Deaths,23897.2,Upper-middle,34.4,231,,,,,,,,,
china,Liver cancer due to NASH,2021,All Age Deaths,10411.1,Upper-middle,34.4,231,,,,,,,,,
china,Liver cancer due to alcohol use,2021,All Age Deaths,18325.5,Upper-middle,34.4,231,,,,,,,,,
china,Liver cancer due to hepatitis B,2021,All Age Deaths,100236.4,Upper-middle,34.4,231,,,,,,,,,
china,Liver cancer due to hepatitis C,2021,All Age Deaths,34909.4,Upper-middle,34.4,231,,,,,,,,,
china,Liver cancer due to other causes,2021,All Age Deaths,8035.0,Upper-middle,34.4,231,,,,,,,,,
china,Other chronic respiratory diseases,2021,All Age Deaths,4987.2,Upper-middle,34.4,231,,,,,,,,,
china,Other leukemia,2021,All Age Deaths,12516.8,Upper-middle,34.4,231,,,,,,,,,
china,Other malignant neoplasms,2021,All Age Deaths,39766.9,Upper-middle,34.4,231,,,,,,,,,
china,Ovarian cancer,2021,All Age Deaths,25139.4,Upper-middle,34.4,231,,,,,,,,,
china,Pancreatic cancer,2021,All Age Deaths,119645.7,Upper-middle,34.4,231,,,,,,,,,
china,Prostate cancer,2021,All Age Deaths,37359.6,Upper-middle,34.4,231,,,,,,,,,
china,Pulmonary Arterial Hypertension,2021,All Age Deaths,7319.6,Upper-middle,34.4,231,,,,,,,,,
china,Pulmonary aspiration and foreign body in airway,2021,All Age Deaths,13138.0,Upper-middle,34.4,231,,,,,,,,,
china,Rheumatic heart disease,2021,All Age Deaths,78893.9,Upper-middle,34.4,231,,,,,,,,,
china,Stomach cancer,2021,All Age Deaths,445021.1,Upper-middle,34.4,231,,,,,,,,,
china,Testicular cancer,2021,All Age Deaths,1245.2,Upper-middle,34.4,231,,,,,,,,,
china,Thyroid cancer,2021,All Age Deaths,7694.4,Upper-middle,34.4,231,,,,,,,,,
china,Uterine cancer,2021,All Age Deaths,13600.7,Upper-middle,34.4,231,,,,,,,,,
viet nam,Acute lymphoid leukemia,2021,All Age Deaths,932.8,Lower-middle,40.0,69,,,,,,,,,
viet nam,Acute myeloid leukemia,2021,All Age Deaths,995.8,Lower-middle,40.0,69,,,,,,,,,
viet nam,Bladder cancer,2021,All Age Deaths,1038.2,Lower-middle,40.0,69,,,,,,,,,
viet nam,Brain and central nervous system cancer,2021,All Age Deaths,1594.1,Lower-middle,40.0,69,,,,,,,,,
viet nam,Breast cancer,2021,All Age Deaths,6401.1,Lower-middle,40.0,69,,,,,,,,,
viet nam,Cervical cancer,2021,All Age Deaths,4370.2,Lower-middle,40.0,69,,,,,,,,,
viet nam,Chronic hepatitis B including cirrhosis,2021,All Age Deaths,8752.2,Lower-middle,40.0,69,,,,,,,,,
viet nam,Chronic hepatitis C including cirrhosis,2021,All Age Deaths,6426.3,Lower-middle,40.0,69,,,,,,,,,
viet nam,Chronic kidney disease due to diabetes mellitus type 1,2021,All Age Deaths,2340.1,Lower-middle,40.0,69,,,,,,,,,
viet nam,Chronic kidney disease due to diabetes mellitus type 2,2021,All Age Deaths,8539.4,Lower-middle,40.0,69,,,,,,,,,
viet nam,Chronic kidney disease due to glomerulonephritis,2021,All Age Deaths,853.1,Lower-middle,40.0,69,,,,,,,,,
viet nam,Chronic kidney disease due to hypertension,2021,All Age Deaths,11650.2,Lower-middle,40.0,69,,,,,,,,,
viet nam,Chronic kidney disease due to other and unspecified causes,2021,All Age Deaths,329.3,Lower-middle,40.0,69,,,,,,,,,
viet nam,Chronic lymphoid leukemia,2021,All Age Deaths,19.4,Lower-middle,40.0,69,,,,,,,,,
viet nam,Chronic myeloid leukemia,2021,All Age Deaths,95.4,Lower-middle,40.0,69,,,,,,,,,
viet nam,Chronic obstructive pulmonary disease,2021,All Age Deaths,35324.0,Lower-middle,40.0,69,,,,,,,,,
viet nam,Esophageal cancer,2021,All Age Deaths,2343.8,Lower-middle,40.0,69,,,,,,,,,
viet nam,Ischemic heart disease,2021,All Age Deaths,64414.0,Lower-middle,40.0,69,,,,,,,,,
viet nam,Ischemic stroke,2021,All Age Deaths,74336.3,Lower-middle,40.0,69,,,,,,,,,
viet nam,Kidney cancer,2021,All Age Deaths,526.7,Lower-middle,40.0,69,,,,,,,,,
viet nam,Larynx cancer,2021,All Age Deaths,1355.0,Lower-middle,40.0,69,,,,,,,,,
viet nam,Lip and oral cavity cancer,2021,All Age Deaths,3096.2,Lower-middle,40.0,69,,,,,,,,,
viet nam,Liver cancer due to NASH,2021,All Age Deaths,1021.1,Lower-middle,40.0,69,,,,,,,,,
viet nam,Liver cancer due to alcohol use,2021,All Age Deaths,3620.5,Lower-middle,40.0,69,,,,,,,,,
viet nam,Liver cancer due to hepatitis B,2021,All Age Deaths,5560.5,Lower-middle,40.0,69,,,,,,,,,
viet nam,Liver cancer due to hepatitis C,2021,All Age Deaths,2119.6,Lower-middle,40.0,69,,,,,,,,,
viet nam,Liver cancer due to other causes,2021,All Age Deaths,324.9,Lower-middle,40.0,69,,,,,,,,,
viet nam,Other chronic respiratory diseases,2021,All Age Deaths,408.3,Lower-middle,40.0,69,,,,,,,,,
viet nam,Other leukemia,2021,All Age Deaths,449.1,Lower-middle,40.0,69,,,,,,,,,
viet nam,Other malignant neoplasms,2021,All Age Deaths,2995.9,Lower-middle,40.0,69,,,,,,,,,
viet nam,Ovarian cancer,2021,All Age Deaths,1451.2,Lower-middle,40.0,69,,,,,,,,,
viet nam,Pancreatic cancer,2021,All Age Deaths,2158.5,Lower-middle,40.0,69,,,,,,,,,
viet nam,Prostate cancer,2021,All Age Deaths,1098.4,Lower-middle,40.0,69,,,,,,,,,
viet nam,Pulmonary Arterial Hypertension,2021,All Age Deaths,106.1,Lower-middle,40.0,69,,,,,,,,,
viet nam,Pulmonary aspiration and foreign body in airway,2021,All Age Deaths,1331.2,Lower-middle,40.0,69,,,,,,,,,
viet nam,Rheumatic heart disease,2021,All Age Deaths,845.3,Lower-middle,40.0,69,,,,,,,,,
viet nam,Stomach cancer,2021,All Age Deaths,7564.5,Lower-middle,40.0,69,,,,,,,,,
viet nam,Testicular cancer,2021,All Age Deaths,97.4,Lower-middle,40.0,69,,,,,,,,,
viet nam,Thyroid cancer,2021,All Age Deaths,1085.2,Lower-middle,40.0,69,,,,,,,,,
viet nam,Uterine cancer,2021,All Age Deaths,584.5,Lower-middle,40.0,69,,,,,,,,,
ethiopia,Acute lymphoid leukemia,2021,All Age Deaths,2109.6,Low,37.0,10,,,,,,,,,
ethiopia,Acute myeloid leukemia,2021,All Age Deaths,728.1,Low,37.0,10,,,,,,,,,
ethiopia,Bladder cancer,2021,All Age Deaths,886.2,Low,37.0,10,,,,,,,,,
ethiopia,Brain and central nervous system cancer,2021,All Age Deaths,1007.5,Low,37.0,10,,,,,,,,,
ethiopia,Breast cancer,2021,All Age Deaths,4875.1,Low,37.0,10,,,,,,,,,
ethiopia,Cervical cancer,2021,All Age Deaths,4488.2,Low,37.0,10,,,,,,,,,
ethiopia,Chronic hepatitis B including cirrhosis,2021,All Age Deaths,6507.6,Low,37.0,10,,,,,,,,,
ethiopia,Chronic hepatitis C including cirrhosis,2021,All Age Deaths,4799.1,Low,37.0,10,,,,,,,,,
ethiopia,Chronic kidney disease due to diabetes mellitus type 1,2021,All Age Deaths,1630.1,Low,37.0,10,,,,,,,,,
ethiopia,Chronic kidney disease due to diabetes mellitus type 2,2021,All Age Deaths,5987.8,Low,37.0,10,,,,,,,,,
ethiopia,Chronic kidney disease due to glomerulonephritis,2021,All Age Deaths,3420.1,Low,37.0,10,,,,,,,,,
ethiopia,Chronic kidney disease due to hypertension,2021,All Age Deaths,4124.5,Low,37.0,10,,,,,,,,,
ethiopia,Chronic kidney disease due to other and unspecified causes,2021,All Age Deaths,1752.0,Low,37.0,10,,,,,,,,,
ethiopia,Chronic lymphoid leukemia,2021,All Age Deaths,882.0,Low,37.0,10,,,,,,,,,
ethiopia,Chronic myeloid leukemia,2021,All Age Deaths,139.7,Low,37.0,10,,,,,,,,,
ethiopia,Chronic obstructive pulmonary disease,2021,All Age Deaths,8818.2,Low,37.0,10,,,,,,,,,
ethiopia,Esophageal cancer,2021,All Age Deaths,2209.5,Low,37.0,10,,,,,,,,,
ethiopia,Ischemic heart disease,2021,All Age Deaths,20968.8,Low,37.0,10,,,,,,,,,
ethiopia,Ischemic stroke,2021,All Age Deaths,8529.3,Low,37.0,10,,,,,,,,,
ethiopia,Kidney cancer,2021,All Age Deaths,670.1,Low,37.0,10,,,,,,,,,
ethiopia,Larynx cancer,2021,All Age Deaths,387.4,Low,37.0,10,,,,,,,,,
ethiopia,Lip and oral cavity cancer,2021,All Age Deaths,835.3,Low,37.0,10,,,,,,,,,
ethiopia,Liver cancer due to NASH,2021,All Age Deaths,144.9,Low,37.0,10,,,,,,,,,
ethiopia,Liver cancer due to alcohol use,2021,All Age Deaths,188.6,Low,37.0,10,,,,,,,,,
ethiopia,Liver cancer due to hepatitis B,2021,All Age Deaths,325.4,Low,37.0,10,,,,,,,,,
ethiopia,Liver cancer due to hepatitis C,2021,All Age Deaths,435.7,Low,37.0,10,,,,,,,,,
ethiopia,Liver cancer due to other causes,2021,All Age Deaths,71.4,Low,37.0,10,,,,,,,,,
ethiopia,Other chronic respiratory diseases,2021,All Age Deaths,627.7,Low,37.0,10,,,,,,,,,
ethiopia,Other leukemia,2021,All Age Deaths,682.6,Low,37.0,10,,,,,,,,,
ethiopia,Other malignant neoplasms,2021,All Age Deaths,2037.2,Low,37.0,10,,,,,,,,,
ethiopia,Ovarian cancer,2021,All Age Deaths,1211.0,Low,37.0,10,,,,,,,,,
ethiopia,Pancreatic cancer,2021,All Age Deaths,476.5,Low,37.0,10,,,,,,,,,
ethiopia,Prostate cancer,2021,All Age Deaths,1488.3,Low,37.0,10,,,,,,,,,
ethiopia,Pulmonary Arterial Hypertension,2021,All Age Deaths,97.3,Low,37.0,10,,,,,,,,,
ethiopia,Pulmonary aspiration and foreign body in airway,2021,All Age Deaths,532.1,Low,37.0,10,,,,,,,,,
ethiopia,Rheumatic heart disease,2021,All Age Deaths,1297.2,Low,37.0,10,,,,,,,,,
ethiopia,Stomach cancer,2021,All Age Deaths,2845.7,Low,37.0,10,,,,,,,,,
ethiopia,Testicular cancer,2021,All Age Deaths,130.6,Low,37.0,10,,,,,,,,,
ethiopia,Thyroid cancer,2021,All Age Deaths,753.3,Low,37.0,10,,,,,,,,,
ethiopia,Uterine cancer,2021,All Age Deaths,316.4,Low,37.0,10,,,,,,,,,
rwanda,Acute lymphoid leukemia,2021,All Age Deaths,88.8,Low,10.1,6,,,,,,,,,
rwanda,Acute myeloid leukemia,2021,All Age Deaths,51.9,Low,10.1,6,,,,,,,,,
rwanda,Bladder cancer,2021,All Age Deaths,123.0,Low,10.1,6,,,,,,,,,
rwanda,Brain and central nervous system cancer,2021,All Age Deaths,144.0,Low,10.1,6,,,,,,,,,
rwanda,Breast cancer,2021,All Age Deaths,888.1,Low,10.1,6,,,,,,,,,
rwanda,Cervical cancer,2021,All Age Deaths,902.6,Low,10.1,6,,,,,,,,,
rwanda,Chronic hepatitis B including cirrhosis,2021,All Age Deaths,865.1,Low,10.1,6,,,,,,,,,
rwanda,Chronic hepatitis C including cirrhosis,2021,All Age Deaths,973.4,Low,10.1,6,,,,,,,,,
rwanda,Chronic kidney disease due to diabetes mellitus type 1,2021,All Age Deaths,106.9,Low,10.1,6,,,,,,,,,
rwanda,Chronic kidney disease due to diabetes mellitus type 2,2021,All Age Deaths,414.0,Low,10.1,6,,,,,,,,,
rwanda,Chronic kidney disease due to glomerulonephritis,2021,All Age Deaths,789.0,Low,10.1,6,,,,,,,,,
rwanda,Chronic kidney disease due to hypertension,2021,All Age Deaths,404.5,Low,10.1,6,,,,,,,,,
rwanda,Chronic kidney disease due to other and unspecified causes,2021,All Age Deaths,353.1,Low,10.1,6,,,,,,,,,
rwanda,Chronic lymphoid leukemia,2021,All Age Deaths,47.2,Low,10.1,6,,,,,,,,,
rwanda,Chronic myeloid leukemia,2021,All Age Deaths,10.8,Low,10.1,6,,,,,,,,,
rwanda,Chronic obstructive pulmonary disease,2021,All Age Deaths,1603.6,Low,10.1,6,,,,,,,,,
rwanda,Esophageal cancer,2021,All Age Deaths,724.0,Low,10.1,6,,,,,,,,,
rwanda,Ischemic heart disease,2021,All Age Deaths,3192.0,Low,10.1,6,,,,,,,,,
rwanda,Ischemic stroke,2021,All Age Deaths,1872.4,Low,10.1,6,,,,,,,,,
rwanda,Kidney cancer,2021,All Age Deaths,90.7,Low,10.1,6,,,,,,,,,
rwanda,Larynx cancer,2021,All Age Deaths,93.0,Low,10.1,6,,,,,,,,,
rwanda,Lip and oral cavity cancer,2021,All Age Deaths,180.1,Low,10.1,6,,,,,,,,,
rwanda,Liver cancer due to NASH,2021,All Age Deaths,38.6,Low,10.1,6,,,,,,,,,
rwanda,Liver cancer due to alcohol use,2021,All Age Deaths,63.3,Low,10.1,6,,,,,,,,,
rwanda,Liver cancer due to hepatitis B,2021,All Age Deaths,74.4,Low,10.1,6,,,,,,,,,
rwanda,Liver cancer due to hepatitis C,2021,All Age Deaths,88.5,Low,10.1,6,,,,,,,,,
rwanda,Liver cancer due to other causes,2021,All Age Deaths,18.9,Low,10.1,6,,,,,,,,,
rwanda,Other chronic respiratory diseases,2021,All Age Deaths,109.0,Low,10.1,6,,,,,,,,,
rwanda,Other leukemia,2021,All Age Deaths,26.5,Low,10.1,6,,,,,,,,,
rwanda,Other malignant neoplasms,2021,All Age Deaths,271.3,Low,10.1,6,,,,,,,,,
rwanda,Ovarian cancer,2021,All Age Deaths,248.0,Low,10.1,6,,,,,,,,,
rwanda,Pancreatic cancer,2021,All Age Deaths,156.8,Low,10.1,6,,,,,,,,,
rwanda,Prostate cancer,2021,All Age Deaths,492.5,Low,10.1,6,,,,,,,,,
rwanda,Pulmonary Arterial Hypertension,2021,All Age Deaths,13.9,Low,10.1,6,,,,,,,,,
rwanda,Pulmonary aspiration and foreign body in airway,2021,All Age Deaths,80.4,Low,10.1,6,,,,,,,,,
rwanda,Rheumatic heart disease,2021,All Age Deaths,171.2,Low,10.1,6,,,,,,,,,
rwanda,Stomach cancer,2021,All Age Deaths,410.4,Low,10.1,6,,,,,,,,,
rwanda,Testicular cancer,2021,All Age Deaths,16.7,Low,10.1,6,,,,,,,,,
rwanda,Thyroid cancer,2021,All Age Deaths,53.2,Low,10.1,6,,,,,,,,,
rwanda,Uterine cancer,2021,All Age Deaths,78.8,Low,10.1,6,,,,,,,,,
south africa,Acute lymphoid leukemia,2021,All Age Deaths,386.5,Upper-middle,5.5,32,,,,,,,,,
south africa,Acute myeloid leukemia,2021,All Age Deaths,664.8,Upper-middle,5.5,32,,,,,,,,,
south africa,Bladder cancer,2021,All Age Deaths,947.5,Upper-middle,5.5,32,,,,,,,,,
south africa,Brain and central nervous system cancer,2021,All Age Deaths,861.0,Upper-middle,5.5,32,,,,,,,,,
south africa,Breast cancer,2021,All Age Deaths,6556.1,Upper-middle,5.5,32,,,,,,,,,
south africa,Cervical cancer,2021,All Age Deaths,5963.1,Upper-middle,5.5,32,,,,,,,,,
south africa,Chronic hepatitis B including cirrhosis,2021,All Age Deaths,2039.2,Upper-middle,5.5,32,,,,,,,,,
south africa,Chronic hepatitis C including cirrhosis,2021,All Age Deaths,2179.6,Upper-middle,5.5,32,,,,,,,,,
south africa,Chronic kidney disease due to diabetes mellitus type 1,2021,All Age Deaths,446.8,Upper-middle,5.5,32,,,,,,,,,
south africa,Chronic kidney disease due to diabetes mellitus type 2,2021,All Age Deaths,1626.2,Upper-middle,5.5,32,,,,,,,,,
south africa,Chronic kidney disease due to glomerulonephritis,2021,All Age Deaths,2880.1,Upper-middle,5.5,32,,,,,,,,,
south africa,Chronic kidney disease due to hypertension,2021,All Age Deaths,5548.5,Upper-middle,5.5,32,,,,,,,,,
south africa,Chronic kidney disease due to other and unspecified causes,2021,All Age Deaths,2998.4,Upper-middle,5.5,32,,,,,,,,,
south africa,Chronic lymphoid leukemia,2021,All Age Deaths,474.1,Upper-middle,5.5,32,,,,,,,,,
south africa,Chronic myeloid leukemia,2021,All Age Deaths,14.4,Upper-middle,5.5,32,,,,,,,,,
south africa,Chronic obstructive pulmonary disease,2021,All Age Deaths,13321.1,Upper-middle,5.5,32,,,,,,,,,
south africa,Esophageal cancer,2021,All Age Deaths,5008.5,Upper-middle,5.5,32,,,,,,,,,
south africa,Ischemic heart disease,2021,All Age Deaths,30291.2,Upper-middle,5.5,32,,,,,,,,,
south africa,Ischemic stroke,2021,All Age Deaths,19773.5,Upper-middle,5.5,32,,,,,,,,,
south africa,Kidney cancer,2021,All Age Deaths,653.9,Upper-middle,5.5,32,,,,,,,,,
south africa,Larynx cancer,2021,All Age Deaths,746.5,Upper-middle,5.5,32,,,,,,,,,
south africa,Lip and oral cavity cancer,2021,All Age Deaths,1237.2,Upper-middle,5.5,32,,,,,,,,,
south africa,Liver cancer due to NASH,2021,All Age Deaths,445.1,Upper-middle,5.5,32,,,,,,,,,
south africa,Liver cancer due to alcohol use,2021,All Age Deaths,702.9,Upper-middle,5.5,32,,,,,,,,,
south africa,Liver cancer due to hepatitis B,2021,All Age Deaths,1085.2,Upper-middle,5.5,32,,,,,,,,,
south africa,Liver cancer due to hepatitis C,2021,All Age Deaths,747.9,Upper-middle,5.5,32,,,,,,,,,
south africa,Liver cancer due to other causes,2021,All Age Deaths,132.7,Upper-middle,5.5,32,,,,,,,,,
south africa,Other chronic respiratory diseases,2021,All Age Deaths,343.1,Upper-middle,5.5,32,,,,,,,,,
south africa,Other leukemia,2021,All Age Deaths,36.4,Upper-middle,5.5,32,,,,,,,,,
south africa,Other malignant neoplasms,2021,All Age Deaths,902.4,Upper-middle,5.5,32,,,,,,,,,
south africa,Ovarian cancer,2021,All Age Deaths,1385.0,Upper-middle,5.5,32,,,,,,,,,
south africa,Pancreatic cancer,2021,All Age Deaths,2685.9,Upper-middle,5.5,32,,,,,,,,,
south africa,Prostate cancer,2021,All Age Deaths,5783.1,Upper-middle,5.5,32,,,,,,,,,
south africa,Pulmonary Arterial Hypertension,2021,All Age Deaths,46.4,Upper-middle,5.5,32,,,,,,,,,
south africa,Pulmonary aspiration and foreign body in airway,2021,All Age Deaths,880.3,Upper-middle,5.5,32,,,,,,,,,
south africa,Rheumatic heart disease,2021,All Age Deaths,791.2,Upper-middle,5.5,32,,,,,,,,,
south africa,Stomach cancer,2021,All Age Deaths,2747.0,Upper-middle,5.5,32,,,,,,,,,
south africa,Testicular cancer,2021,All Age Deaths,99.7,Upper-middle,5.5,32,,,,,,,,,
south africa,Thyroid cancer,2021,All Age Deaths,200.9,Upper-middle,5.5,32,,,,,,,,,
south africa,Uterine cancer,2021,All Age Deaths,667.3,Upper-middle,5.5,32,,,,,,,,,
australia,Acute lymphoid leukemia,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Acute myeloid leukemia,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Bladder cancer,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Brain and central nervous system cancer,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Breast cancer,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Cervical cancer,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Chronic hepatitis B including cirrhosis,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Chronic hepatitis C including cirrhosis,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Chronic kidney disease due to diabetes mellitus type 1,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Chronic kidney disease due to diabetes mellitus type 2,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Chronic kidney disease due to glomerulonephritis,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Chronic kidney disease due to hypertension,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Chronic kidney disease due to other and unspecified causes,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Chronic lymphoid leukemia,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Chronic myeloid leukemia,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Chronic obstructive pulmonary disease,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Esophageal cancer,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Ischemic heart disease,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Ischemic stroke,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Kidney cancer,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Larynx cancer,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Lip and oral cavity cancer,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Liver cancer due to NASH,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Liver cancer due to alcohol use,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Liver cancer due to hepatitis B,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Liver cancer due to hepatitis C,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Liver cancer due to other causes,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Other chronic respiratory diseases,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Other leukemia,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Other malignant neoplasms,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Ovarian cancer,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Pancreatic cancer,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Prostate cancer,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Pulmonary Arterial Hypertension,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Pulmonary aspiration and foreign body in airway,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Rheumatic heart disease,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Stomach cancer,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Testicular cancer,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Thyroid cancer,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
australia,Uterine cancer,2019,GDP per Capita,55049.571919719,High,14.7,817,,,,,,,,,
japan,Acute lymphoid leukemia,2019,GDP per Capita,40415.9567649547,High,12.9,576,,,,,,,,,
japan,Acute myeloid leukemia,2019,GDP per Capita,40415.9567649547,High,12.9,576,,,,,,,,,
japan,Bladder cancer,2019,GDP per Capita,40415.9567649547,High,12.9,576,,,,,,,,,
japan,Brain and central nervous system cancer,2019,GDP per Capita,40415.9567649547,High,12.9,576,,,,,,,,,
japan,Breast cancer,2019,GDP per Capita,40415.9567649547,High,12.9,576,,,,,,,,,
japan,Cervical cancer,2019,GDP per Capita,40415.9567649547,High,12.9,576,,,,,,,,,
japan,Chronic hepatitis B including cirrhosis,2019,GDP per Capita,40415.9567649547,High,12.9,576,,,,,,,,,
japan,Chronic hepatitis C including cirrhosis,2019,GDP per Capita,40415.9567649547,High,12.9,576,,,,,,,,,
japan,Chronic kidney disease due to diabetes mellitus type 1,2019,GDP per Capita,40415.9567649547,High,12.9,576,,,,,,,,,
japan,Chronic kidney disease due to diabetes mellitus type 2,2019,GDP per Capita,40415.9567649547,High,12.9,576,,,,,,,,,
japan,Chronic kidney disease due to glomerulonephritis,2019,GDP per Capita,40415.9567649547,High,12.9,576,,,,,,,,,
japan,Chronic kidney disease due to hypertension,2019,GDP per Capita,40415.9567649547,High,12.9,576,,,,,,,,,
japan,Chronic kidney disease due to other and unspecified causes,2019,GDP per Capita,40415.9567649547,High,12.9,576,,,,,,,,,
japan,Chronic lymphoid leukemia,2019,GDP per Capita,40415.9567649547,High,12.9,576,,,,,,,,,
japan,Chronic myeloid leukemia,2019,GDP per Capita,40415.9567649547,High,12.9,576,,,,,,,,,
